,Height,Overall,Acceleration,Ball control,Block,Boxout,Contact dunk,Contested shot 3pt,Contested shot mid,Defensive consistency,Defensive rebound,Draw foul,Driving dunk,Driving layup,Free throw,Hands,Help defense IQ,Hustle,Lateral quickness,Low post defense IQ,Off dribble shot 3pt,Off dribble shot mid,Offensive consistency,Offensive rebound,On-ball defense IQ,Open shot 3pt,Open shot mid,Pass perception,Passing IQ,Passing accuracy,Passing vision,Pick & roll defense IQ,Post control,Post fadeaway,Post hook,Reaction time,Shot IQ,Shot close,Shot contest,Speed,Speed with ball,Stamina,Standing dunk,Standing layup,Steal,Strength,Vertical,kmeans_label,PLAYER_ID,Name
337,80,86,78,78,50,75,65,78,82,55,79,78,90,91,85,88,69,82,72,68,60,84,95,54,72,85,87,84,86,78,75,68,82,85,84,68,85,92,68,79,75,95,80,95,84,82,77,1,20303,Jabari Parker
338,80,86,51,64,80,88,45,43,80,95,88,79,73,86,76,93,92,89,78,88,34,77,85,87,86,83,88,95,70,61,66,90,89,84,81,68,89,87,68,67,60,98,70,96,79,87,66,1,20316,Paul Millsap
339,79,86,76,69,62,87,47,60,68,97,82,75,66,79,69,87,97,96,83,96,51,67,90,61,92,77,74,92,85,80,80,97,70,68,70,88,92,74,88,78,78,96,47,87,57,90,66,1,20201,Draymond Green
340,82,86,76,75,52,88,95,42,78,65,82,83,98,78,74,95,72,95,58,79,45,51,95,57,69,67,86,70,74,68,80,71,90,79,79,86,94,85,72,78,58,95,98,95,63,94,95,1,20348,Blake Griffin
341,79,86,80,79,51,58,40,75,77,90,53,89,80,93,82,98,89,97,94,68,67,69,98,40,92,76,81,88,78,75,69,88,68,78,49,90,98,67,89,86,86,98,40,94,71,65,78,1,8008,Jimmy Butler
342,80,86,78,88,51,72,50,77,82,75,75,77,75,80,84,98,78,82,68,74,72,82,98,46,77,81,82,76,78,76,70,77,91,87,64,78,98,82,74,80,80,98,55,80,59,82,74,1,8011,Carmelo Anthony
343,81,86,80,64,92,84,80,48,74,90,85,65,95,88,56,77,92,85,66,91,61,70,80,82,86,77,76,84,61,54,62,84,77,75,67,78,52,86,88,84,78,95,65,90,64,78,88,1,8176,Josh Smith
344,82,86,80,57,85,87,42,51,80,77,79,85,78,78,85,86,82,94,66,81,26,59,95,49,76,71,84,80,72,50,52,78,84,76,78,89,94,82,90,80,66,97,87,88,80,66,82,1,8656,Anthony Davis
345,83,86,90,74,83,80,50,52,85,65,80,80,85,94,78,85,72,88,80,59,51,83,90,60,71,70,87,69,86,81,79,79,47,48,37,72,77,90,73,90,89,88,45,95,79,70,75,1,20091,Giannis Antetokounmpo
346,84,86,78,60,72,93,55,60,80,70,94,93,65,80,82,85,80,80,65,80,59,67,85,80,64,70,92,53,61,48,36,71,84,70,78,81,96,92,81,80,69,88,85,95,59,80,70,1,20100,Karl-Anthony Towns
347,72,86,87,86,45,62,25,84,72,80,55,88,25,89,90,95,84,97,84,58,87,78,92,41,85,91,80,87,92,90,80,84,40,44,38,92,92,72,90,86,89,96,25,92,77,70,72,2,20198,Kyle Lowry
348,73,86,89,86,51,50,45,80,81,80,62,90,73,84,94,88,82,96,85,40,82,82,95,39,83,85,84,82,91,90,91,80,28,40,26,77,88,92,77,88,90,85,26,86,77,55,88,2,20296,Eric Bledsoe
349,77,86,82,87,40,75,50,72,74,85,78,77,74,88,78,94,82,84,82,48,75,76,85,41,80,84,81,84,68,70,63,84,55,63,47,75,94,84,74,81,84,90,50,92,78,74,70,1,8331,Lance Stephenson
350,81,86,78,53,59,81,95,75,60,80,86,62,97,85,63,85,85,85,69,84,54,64,95,83,79,85,70,68,49,48,44,85,68,60,58,64,75,92,64,80,74,90,95,94,63,75,92,1,20335,Aaron Gordon
351,77,86,88,91,53,72,45,77,80,55,65,80,84,90,85,84,63,95,66,67,79,78,85,36,71,81,81,78,77,76,74,68,55,78,57,78,88,65,75,88,90,90,35,92,69,72,87,1,8432,James Harden
352,80,86,85,80,39,72,55,57,84,75,62,79,80,84,82,78,81,95,83,40,64,83,85,50,77,70,84,82,81,75,68,78,72,78,40,72,90,87,72,86,86,90,55,89,80,60,75,1,8061,Grant Hill
353,84,86,76,30,94,84,55,82,88,75,88,85,80,74,86,80,84,70,40,82,30,70,95,80,68,84,92,64,58,25,60,70,88,70,79,78,94,85,87,78,50,80,80,88,80,85,78,1,20309,Joel Embiid
354,75,86,87,89,57,52,50,74,71,80,59,88,85,87,82,85,80,85,78,48,76,75,90,54,78,78,74,90,88,88,84,79,45,54,50,60,88,80,60,86,88,95,30,90,85,49,88,2,8276,Steve Francis
355,81,86,80,75,37,71,37,84,78,77,64,70,77,84,80,87,78,88,84,55,80,82,90,32,84,88,86,76,67,68,62,82,62,66,32,86,92,80,84,76,84,95,47,84,71,58,86,3,20337,Paul George
356,80,86,78,76,57,55,40,82,78,90,56,40,80,82,74,90,89,75,89,70,75,67,80,57,89,85,82,92,72,65,60,87,52,53,42,83,95,86,83,79,71,97,35,88,84,74,74,3,8053,Shane Battier
357,83,86,58,35,75,88,30,78,83,65,90,75,55,80,81,88,79,90,45,78,30,41,95,84,69,84,88,78,88,75,82,68,75,82,84,64,90,96,64,60,60,95,75,94,79,80,48,0,20285,Nikola Jokic
358,76,86,92,93,30,60,25,70,81,80,62,65,29,85,69,95,80,80,86,70,74,80,80,37,85,79,84,80,90,88,89,84,48,55,40,82,90,80,84,93,95,93,25,86,85,58,78,2,8288,Jason Kidd
359,72,86,98,98,37,50,25,73,78,75,45,68,65,87,73,98,70,97,90,30,74,80,90,34,76,75,82,84,82,80,78,72,33,60,25,90,85,74,92,96,98,98,25,85,95,65,97,2,8572,Allen Iverson
360,75,86,86,89,54,40,30,78,78,70,47,74,45,84,85,85,80,84,75,51,75,81,90,30,75,84,84,77,90,89,88,76,58,77,42,84,92,86,78,85,87,90,25,86,70,69,74,2,8063,Deron Williams
361,75,86,96,77,28,70,50,41,70,73,69,75,85,90,69,81,74,98,77,30,59,74,95,58,73,63,78,80,83,82,89,74,57,64,33,82,84,82,70,98,97,98,25,90,71,74,85,1,8668,Russell Westbrook
362,79,86,87,79,47,54,70,70,62,65,60,78,97,84,85,95,75,66,60,49,79,78,95,34,79,85,84,68,80,80,55,74,55,58,44,64,98,85,64,88,77,95,55,85,68,65,97,1,20246,Gerald Green
363,80,86,86,73,52,49,50,68,76,75,43,95,95,90,76,89,81,85,83,62,45,80,95,47,82,81,81,75,69,54,40,79,65,77,45,75,94,87,75,84,81,95,40,92,61,48,98,1,8739,Andrew Wiggins
364,80,86,79,79,44,65,43,84,75,60,84,67,63,78,79,77,70,82,67,67,80,84,95,39,71,85,88,65,65,67,63,70,81,80,57,71,95,88,67,83,77,95,48,84,53,82,74,1,20080,Carmelo Anthony
365,76,86,93,75,46,45,35,75,82,75,50,88,85,95,80,80,72,95,86,28,82,84,80,25,76,84,85,82,90,88,92,75,32,47,25,66,93,86,66,97,97,95,25,94,65,60,88,2,20120,John Wall
366,78,86,76,74,40,52,45,81,84,75,51,80,69,81,74,81,74,77,77,60,80,85,90,44,77,88,87,77,79,74,71,78,55,63,25,75,95,88,75,75,73,84,60,85,74,80,75,1,8274,Nick Anderson
367,82,86,52,50,74,72,75,27,60,85,74,82,95,78,77,73,88,77,87,80,25,54,95,66,87,35,74,75,58,51,49,84,80,65,75,90,94,84,90,74,62,91,90,91,60,70,85,1,8415,Larry Nance
368,75,86,81,86,30,47,25,83,77,95,50,77,25,86,87,88,88,95,94,58,82,75,85,32,88,84,78,95,87,88,78,86,40,44,38,78,94,84,81,80,81,88,25,84,63,75,70,2,8316,Chauncey Billups
369,83,86,51,55,65,91,58,48,63,68,86,90,75,79,70,80,77,85,25,77,51,55,96,80,69,77,77,66,74,53,58,70,93,87,88,71,94,79,75,55,55,90,90,95,62,95,45,0,8660,DeMarcus Cousins
370,76,86,76,87,37,37,30,68,78,70,44,84,60,89,86,80,76,85,78,60,79,82,75,42,78,80,84,70,93,92,94,82,66,55,25,80,80,84,80,84,92,86,25,92,91,60,68,2,8177,Doc Rivers
371,81,86,82,77,56,59,31,86,82,70,68,68,66,85,80,82,70,73,65,59,85,80,93,26,72,88,84,66,69,61,56,74,69,79,61,67,87,88,66,80,84,95,51,88,51,53,75,1,8683,Kevin Durant
372,77,86,70,75,31,37,30,79,84,85,37,79,52,80,87,75,74,85,78,65,62,79,95,31,78,87,85,65,75,79,78,81,70,74,75,81,94,85,81,72,70,88,30,92,60,64,65,2,8249,Bill Bradley
373,81,86,82,77,56,59,31,80,82,70,68,68,66,85,80,82,70,73,65,59,80,80,93,26,72,84,84,66,69,61,56,74,69,79,61,67,87,88,66,80,84,95,51,88,51,53,75,1,8537,Kevin Durant
374,85,86,26,38,69,88,34,54,85,84,88,71,52,75,77,74,84,84,44,89,27,53,85,78,78,84,89,68,82,54,83,82,82,77,84,88,90,85,90,50,39,97,74,82,55,89,38,0,20116,Marc Gasol
375,75,86,91,88,37,49,30,68,89,50,47,80,35,89,84,77,75,92,73,50,48,89,85,36,76,75,89,64,88,86,82,74,55,55,55,79,91,88,79,95,95,88,25,90,58,64,89,2,20282,Derrick Rose
376,82,86,45,48,49,85,26,88,78,45,86,85,51,74,85,90,54,95,40,64,65,70,90,80,60,90,84,53,73,64,42,62,88,84,85,80,85,90,72,72,40,93,71,92,55,88,70,0,20074,Kevin Love
377,75,86,80,85,40,41,25,82,82,70,51,74,45,93,77,85,74,85,71,32,84,85,95,38,73,88,86,70,88,90,80,74,39,60,25,76,95,87,72,78,87,95,25,94,70,44,72,2,8416,Goran Dragic
378,81,86,84,64,42,58,40,78,72,95,47,49,55,69,68,95,92,70,94,70,64,78,75,37,93,84,84,94,44,43,33,94,41,60,62,72,84,85,77,82,77,94,45,75,92,48,82,3,8360,Tayshaun Prince
379,80,86,68,66,39,69,34,84,74,64,54,92,69,88,89,75,67,86,83,50,78,80,95,31,79,88,83,52,78,75,74,78,52,59,34,64,94,84,64,78,76,95,34,92,57,42,75,2,20112,Gordon Hayward
380,77,86,82,79,40,57,35,88,86,40,50,84,97,86,88,80,64,85,66,49,86,84,85,32,60,90,88,45,76,76,67,61,38,58,44,52,94,82,52,81,81,92,60,88,61,44,97,1,20186,Zach LaVine
381,75,86,96,86,51,41,26,72,76,55,47,80,62,91,83,74,63,75,63,35,75,85,98,33,63,79,84,64,80,79,71,72,53,63,45,66,97,91,66,76,95,98,25,92,79,48,75,2,8470,Monta Ellis
382,75,86,89,84,27,27,30,90,81,70,38,65,68,86,82,88,70,85,70,40,88,83,80,31,70,94,87,45,85,92,88,72,25,44,36,75,85,84,75,90,92,92,25,87,60,50,84,2,8388,Kenny Smith
383,81,86,61,37,53,85,30,64,78,80,88,80,58,59,78,58,82,95,41,84,32,49,95,84,78,76,84,74,64,41,33,77,92,76,82,69,97,80,69,63,44,89,55,85,61,83,65,0,8387,Luis Scola
384,80,86,70,72,40,41,40,90,89,75,47,74,62,79,75,90,76,70,74,55,85,80,95,35,72,94,91,72,57,55,49,74,44,63,30,65,97,88,65,74,66,84,50,85,72,67,65,3,8275,Dennis Scott
385,74,86,85,87,25,39,25,77,80,85,39,79,25,85,81,75,85,98,84,38,78,84,85,32,84,83,85,86,90,87,80,87,25,51,38,50,88,80,50,86,88,95,25,86,63,48,78,2,8471,Jim King
386,84,86,62,35,95,95,77,25,41,90,96,63,71,70,56,85,95,93,48,89,25,43,85,92,75,25,80,60,50,45,29,82,76,38,81,95,87,82,98,72,37,90,90,95,60,70,60,4,20135,Hassan Whiteside
387,75,86,95,93,40,37,26,84,92,48,36,70,26,93,84,89,67,85,65,26,87,93,93,33,65,88,94,74,78,80,66,64,33,57,28,75,90,90,67,85,94,97,26,87,62,35,79,2,20079,Kyrie Irving
388,79,86,80,84,27,33,35,85,88,75,52,68,50,84,86,86,77,74,63,45,84,82,95,48,73,90,90,72,80,74,37,78,25,50,50,70,97,88,70,81,80,95,25,88,58,27,78,2,8073,Wally Szczerbiak
389,76,86,84,81,51,31,30,82,90,60,48,61,40,87,91,78,69,95,54,35,92,92,95,36,66,94,94,50,75,74,80,68,32,46,38,54,92,89,54,83,86,98,30,88,63,60,80,2,20354,C.J. McCollum
390,82,86,60,56,40,91,50,25,54,75,88,84,75,70,76,89,74,70,50,82,25,30,90,86,70,30,78,58,33,31,39,71,86,80,84,80,88,93,80,70,42,92,97,94,58,84,60,0,8389,Otis Thorpe
391,84,86,25,35,52,92,30,25,84,80,84,75,43,65,79,90,80,85,25,83,25,59,95,83,77,54,93,68,60,31,62,82,88,84,89,73,97,92,73,57,31,85,85,92,45,85,50,0,8148,Chris Kaman
392,83,86,58,42,72,92,30,25,37,95,89,71,45,57,49,87,95,95,74,96,25,28,60,90,92,26,64,75,62,50,72,97,71,52,72,75,92,45,92,69,33,92,85,88,61,84,78,4,8108,Joakim Noah
393,83,86,58,30,82,96,96,25,25,90,97,79,94,57,52,92,94,90,67,95,25,25,40,82,85,25,25,60,66,25,29,84,61,40,48,86,94,91,86,71,40,91,97,90,57,94,77,4,20238,DeAndre Jordan
394,79,86,84,82,30,33,40,87,84,50,50,74,62,87,88,84,60,58,68,32,81,84,98,32,68,88,90,59,77,79,35,71,44,63,30,71,98,80,71,85,84,93,40,87,59,31,69,2,8233,Kevin Martin
395,74,86,87,84,27,42,25,89,86,60,45,69,25,84,83,88,68,84,50,25,84,86,90,33,72,92,87,69,92,89,84,74,25,29,25,60,92,88,60,86,88,95,25,83,65,40,74,2,8049,B.J. Armstrong
396,69,86,94,85,26,26,25,80,86,54,39,94,25,88,81,86,62,97,58,25,83,87,89,28,63,85,88,74,88,89,88,64,25,34,25,54,92,80,54,87,94,97,25,90,57,45,81,2,20111,Isaiah Thomas
397,83,86,53,37,70,94,70,26,26,85,95,85,90,72,28,89,85,95,44,86,26,26,85,90,66,26,29,67,52,26,26,82,80,47,80,77,89,85,81,61,34,95,95,92,63,95,95,4,20125,Andre Drummond
398,78,86,81,72,45,40,26,85,84,50,46,91,50,90,93,85,60,84,76,38,86,86,95,32,68,89,88,62,68,70,62,62,30,38,28,58,92,86,58,80,80,95,30,92,58,42,65,2,20239,Devin Booker
399,84,86,50,27,75,89,50,25,35,70,84,82,60,72,70,73,70,95,38,78,25,34,90,86,60,30,68,65,36,35,30,62,86,98,92,64,92,97,68,52,31,90,90,94,58,92,55,0,8501,James Edwards
400,91,86,25,30,87,90,45,25,58,90,86,79,45,45,71,96,90,80,30,85,25,41,90,87,60,26,62,62,55,30,31,72,87,64,88,82,97,85,82,28,28,85,90,95,60,94,25,0,8486,Gheorge Muresan
401,79,85,85,80,68,52,75,70,82,80,50,75,90,88,86,90,78,85,82,60,71,84,90,45,86,76,84,81,78,72,68,80,69,55,40,61,90,86,61,88,88,94,80,92,68,50,88,1,8137,Reggie Lewis
402,81,85,65,64,77,80,70,60,78,75,84,80,73,75,84,95,75,89,58,78,57,66,85,80,64,78,84,80,70,66,60,73,89,84,81,68,85,86,68,70,59,95,70,86,67,78,66,1,8054,Shareef Abdur-Rahim
403,78,85,86,78,45,74,45,42,71,85,84,68,81,90,77,95,80,88,82,52,41,64,90,65,82,64,78,82,78,68,50,84,80,77,78,70,95,84,70,86,84,94,80,91,70,70,70,1,8472,Jamaal Wilkes
404,77,85,82,75,55,51,50,72,82,85,55,79,90,82,80,84,80,85,80,56,75,78,85,52,78,77,84,82,76,77,62,82,48,74,52,72,85,88,72,83,76,90,65,87,79,70,85,1,8204,Kendall Gill
405,77,85,85,80,34,68,40,54,79,75,70,95,70,89,82,90,77,79,76,64,52,75,95,67,77,68,84,78,73,70,57,78,80,82,81,70,88,92,70,86,83,90,50,93,62,70,82,1,8152,Adrian Dantley
406,81,85,72,68,55,88,40,58,79,85,79,80,80,81,74,85,77,76,72,80,52,54,90,76,76,76,82,75,60,55,52,78,85,87,70,75,86,88,75,69,57,90,82,95,67,82,87,1,8150,Terry Cummings
407,76,85,89,84,46,51,60,74,78,73,62,78,85,88,72,81,73,95,75,62,60,77,91,39,75,80,81,70,83,78,66,74,72,72,69,85,91,80,88,94,92,95,28,89,56,65,85,1,8685,Dwyane Wade
408,81,85,70,70,80,80,45,57,68,80,82,70,84,82,53,88,75,80,80,82,59,57,85,78,72,67,75,70,63,59,60,74,88,78,75,83,85,90,83,78,52,91,85,94,63,74,85,1,8628,Chris Webber
409,79,85,80,76,44,62,54,70,70,90,65,90,80,89,84,85,81,95,87,60,64,69,90,54,84,74,76,84,70,67,70,80,60,70,41,82,93,84,81,84,83,98,32,90,61,63,76,1,8736,Jimmy Butler
410,77,85,88,76,45,52,60,80,78,75,51,79,94,89,85,85,64,75,76,59,79,81,85,46,73,84,83,73,69,64,60,74,76,58,44,84,84,84,72,87,84,94,55,92,72,55,97,1,8458,Isaiah Rider
411,80,85,77,75,68,75,50,42,67,75,82,88,85,87,78,85,75,84,74,75,32,52,85,68,77,65,79,75,80,75,64,76,80,74,75,51,85,91,51,80,74,95,85,89,75,60,85,1,8071,Connie Hawkins
412,80,85,85,68,44,63,39,42,68,84,61,77,74,86,61,87,82,93,83,69,57,58,87,37,84,64,70,86,85,76,70,82,78,73,63,85,87,63,84,86,87,98,59,86,54,87,86,1,1013,LeBron James
413,77,85,71,78,51,55,35,61,74,90,51,74,90,85,75,82,81,85,90,57,64,73,75,53,90,67,74,80,81,79,72,90,60,66,36,81,80,77,81,74,79,91,62,84,69,62,92,3,8097,Paul Pressey
414,77,85,86,89,46,65,38,81,76,48,70,94,77,94,88,77,56,95,58,60,72,74,91,64,54,74,79,71,83,84,89,54,63,71,50,71,88,64,68,86,90,98,28,94,62,72,85,1,8654,James Harden
415,84,85,40,48,80,82,45,37,84,85,81,85,65,80,75,92,83,85,40,84,28,74,85,80,82,66,86,70,82,58,71,84,88,83,84,85,88,88,84,60,32,95,80,90,62,85,41,0,20035,Pau Gasol
416,81,85,80,75,37,71,37,69,72,77,64,70,77,84,80,87,78,88,84,55,79,74,90,32,84,82,78,76,67,68,62,82,62,66,32,86,92,78,84,76,84,95,47,84,71,58,86,3,8541,Paul George
417,79,85,80,60,52,72,35,60,78,88,61,84,76,77,76,88,87,93,85,52,75,77,80,38,87,83,82,87,68,42,40,86,65,82,30,78,83,88,86,83,80,92,45,80,71,73,77,3,8646,Kawhi Leonard
418,77,85,83,80,42,54,40,84,80,65,52,89,55,88,79,88,70,89,74,77,78,78,95,53,70,88,82,75,57,60,45,76,36,51,51,84,95,88,74,84,84,94,44,91,83,82,80,1,8075,Sarunas Marciulionis
419,77,85,84,80,37,40,45,80,80,60,47,67,90,88,81,78,74,75,83,40,80,82,85,36,83,84,85,73,83,84,72,80,65,78,40,72,88,88,72,82,82,93,55,89,61,48,88,1,8500,Latrell Sprewell
420,76,85,87,86,32,29,30,75,74,85,41,69,47,87,81,85,84,85,88,47,81,80,90,32,88,83,84,95,84,87,83,92,48,55,36,82,94,80,80,85,88,95,25,85,88,56,63,2,8062,Derek Harper
421,79,85,87,77,34,53,60,31,87,70,52,87,90,90,84,92,75,90,79,34,48,85,95,32,76,69,88,67,82,76,68,77,68,72,34,82,96,88,66,79,86,95,49,94,60,46,86,1,8661,DeMar DeRozan
422,78,85,84,80,42,44,75,87,75,70,45,64,96,87,79,90,73,85,77,45,84,74,90,35,77,88,77,62,79,78,55,78,45,62,25,74,88,88,74,86,80,92,40,90,63,52,96,1,8591,J.R. Smith
423,83,85,59,45,71,83,35,47,84,75,84,84,55,70,82,88,81,95,42,83,49,68,85,80,79,68,88,68,75,60,42,78,86,84,89,80,87,85,82,60,37,95,70,89,55,74,40,0,8444,Christian Laettner
424,80,85,79,79,44,65,43,75,75,60,68,67,63,78,79,77,70,82,67,67,72,76,95,39,71,79,84,65,65,67,63,70,81,80,57,71,95,82,67,83,77,95,48,84,53,82,74,1,8538,Carmelo Anthony
425,84,85,40,43,83,93,30,55,76,80,90,72,58,72,79,90,84,75,35,86,30,59,95,78,77,79,95,65,77,53,70,79,92,81,82,85,98,83,85,54,32,81,80,94,57,75,41,0,8567,Pau Gasol
426,83,85,51,55,65,91,58,48,63,68,83,90,75,74,70,73,77,85,25,77,51,55,96,66,69,67,73,66,74,53,58,70,93,87,88,71,94,75,75,55,55,90,90,95,62,95,45,0,8539,DeMarcus Cousins
427,76,85,84,85,56,71,30,70,80,75,70,84,50,88,70,87,70,88,82,25,68,85,85,60,81,82,86,70,90,90,93,80,25,32,25,74,88,80,74,77,85,80,25,92,65,58,77,2,20237,Elfrid Payton
428,72,85,85,86,26,50,25,80,81,81,55,61,25,88,80,86,73,83,83,56,78,84,85,34,84,83,85,79,92,92,95,77,39,46,31,69,88,87,73,82,87,95,25,89,77,56,76,2,20089,Chris Paul
429,81,85,64,71,32,65,40,80,78,80,58,77,62,70,83,82,71,71,66,70,75,70,85,45,66,83,82,72,70,71,70,68,83,79,74,71,88,84,71,67,50,94,65,86,60,66,69,0,8065,Detlef Schrempf
430,76,85,80,86,42,31,25,47,67,85,43,69,25,86,85,80,88,87,96,66,49,75,80,40,96,60,79,74,83,84,71,98,74,60,40,90,81,82,90,80,86,91,25,88,64,69,77,2,8051,Dennis Johnson
431,75,85,80,85,40,38,25,59,76,85,38,84,48,91,83,85,85,92,74,30,80,80,90,32,82,81,82,84,84,82,79,84,33,44,36,75,94,84,75,80,84,94,25,93,78,68,78,2,8250,Earl Monroe
432,79,85,75,69,46,47,28,92,77,92,43,72,58,79,80,83,85,85,87,57,75,79,93,25,88,93,88,81,73,74,32,84,61,71,28,85,94,74,84,74,74,91,28,87,51,55,67,3,8536,Klay Thompson
433,83,85,52,52,84,85,30,78,72,85,86,77,55,69,70,90,83,95,52,84,57,51,90,84,70,82,84,60,72,39,30,79,84,70,84,53,85,90,82,51,35,88,85,86,58,79,53,0,8319,Raef Lafrentz
434,73,85,90,97,35,40,25,68,78,85,45,65,65,86,70,85,84,94,81,40,70,79,85,35,81,72,81,78,88,90,83,83,25,29,25,84,85,80,84,92,93,90,25,85,71,60,74,2,8629,Isiah Thomas
435,76,85,90,82,45,25,45,70,81,70,42,60,70,87,85,86,73,78,75,42,84,83,95,28,75,90,84,68,78,65,68,79,50,63,35,73,94,86,73,89,86,95,30,89,61,65,82,1,8149,Eric Gordon
436,84,85,25,35,93,78,40,85,86,60,78,76,60,72,84,68,89,68,25,88,25,48,98,78,65,88,90,69,78,35,65,64,93,85,90,80,97,95,80,35,27,92,85,94,59,87,60,0,20358,Brook Lopez
437,81,85,56,35,75,85,60,27,69,85,87,83,80,70,82,84,88,90,56,87,25,37,85,88,74,35,80,70,66,45,32,76,84,72,84,67,91,89,82,64,39,94,95,93,62,80,59,0,8373,Antonio Davis
438,77,85,84,78,52,44,30,89,80,65,49,82,75,87,84,81,75,78,62,45,85,80,85,40,76,93,82,65,72,68,63,78,44,55,55,67,90,91,67,75,78,94,30,90,61,56,87,1,20178,Bradley Beal
439,75,85,85,90,27,56,30,90,73,72,52,83,30,85,82,86,70,96,70,26,90,81,90,31,69,90,85,87,88,85,70,76,27,44,27,89,87,87,74,81,85,98,26,88,77,46,71,2,1612,Stephen Curry
440,85,85,48,30,80,84,45,42,70,85,85,79,55,75,71,85,78,75,48,81,30,49,85,84,69,60,78,70,68,54,70,71,89,82,84,66,85,88,82,51,35,90,85,93,62,84,51,0,20006,Vlade Divac
441,82,85,72,79,50,45,40,83,80,75,53,71,57,82,77,70,64,65,70,64,65,83,85,57,70,87,86,53,79,72,70,68,65,79,70,64,92,84,64,74,76,83,60,83,62,60,50,0,8109,Toni Kukoc
442,81,85,47,54,73,84,45,25,80,75,86,84,65,68,81,75,74,95,54,75,25,66,95,84,60,30,84,62,68,64,42,71,88,79,84,54,93,90,54,57,49,90,90,94,60,85,70,0,8234,Antoine Carr
443,82,85,64,64,72,88,40,41,68,80,84,75,74,72,79,94,84,86,54,80,32,47,95,81,62,62,72,70,41,44,38,63,78,70,74,60,94,92,60,68,62,85,85,88,59,70,73,0,8151,Charles Smith
444,72,85,86,76,47,36,35,90,80,70,52,74,45,84,83,97,70,85,75,36,84,80,95,30,77,94,83,68,72,74,60,73,30,47,30,84,97,92,72,86,82,95,25,92,63,42,80,2,8344,David Wesley
445,77,85,79,75,25,51,35,87,90,75,52,73,54,84,86,84,77,85,65,48,79,88,90,48,75,89,91,74,73,71,63,78,25,51,48,65,92,88,65,81,78,90,25,88,50,68,50,2,8093,Jon McGlocklin
446,81,85,72,61,57,75,45,30,45,85,88,72,70,65,75,97,96,75,84,97,30,48,75,61,95,30,55,98,59,56,49,97,66,55,55,83,70,74,83,70,48,95,75,85,73,70,70,4,8320,Bobby Jones
447,73,85,85,80,30,30,30,79,80,70,39,76,80,89,96,85,73,78,72,25,82,83,90,31,71,80,88,48,80,82,81,72,30,81,25,69,85,89,69,83,88,94,25,92,62,32,87,2,8318,Mahmoud Abdul-Rauf
448,86,85,60,44,90,82,30,27,54,80,83,78,55,75,70,80,84,80,60,83,25,31,85,80,78,34,71,80,54,58,55,81,89,80,84,54,88,88,84,69,32,83,70,91,60,91,72,0,20007,Artis Gilmore
449,71,85,90,88,35,39,30,80,80,60,43,72,35,86,82,75,74,82,74,25,84,83,85,35,75,85,84,59,90,87,86,76,32,55,25,74,88,85,74,84,94,88,25,88,64,58,69,2,8317,Ty Lawson
450,74,85,89,93,25,39,25,30,84,65,48,73,25,93,83,72,77,60,70,52,41,80,85,40,70,69,85,60,92,94,90,74,70,70,55,73,86,87,73,88,89,90,25,94,63,54,65,2,20055,Andre Miller
451,79,85,58,45,50,95,45,32,38,95,95,49,65,55,52,98,89,99,58,94,29,32,55,97,87,50,65,95,55,54,40,89,55,48,60,92,80,71,92,69,54,91,80,84,57,82,82,4,8400,Dennis Rodman
452,82,85,47,36,62,85,45,34,74,95,88,68,64,55,71,87,88,82,47,90,29,52,75,91,80,36,78,70,52,49,40,82,75,75,75,82,80,81,82,47,37,85,84,91,63,81,60,0,8110,Horace Grant
453,83,85,38,43,92,88,35,25,63,75,89,80,55,67,71,94,79,79,28,80,25,40,85,84,70,26,69,68,79,64,74,74,84,85,86,75,94,86,75,48,30,90,85,90,59,78,54,0,8052,Bill Walton
454,80,85,54,32,45,92,50,48,68,85,88,87,55,74,72,80,82,75,40,85,37,45,95,86,72,69,85,74,58,40,35,78,86,60,80,62,94,89,62,57,27,80,75,95,35,80,65,0,8059,Len Chappell
455,82,85,62,76,45,70,40,67,82,60,61,88,68,84,87,76,69,80,61,54,64,80,95,40,66,82,84,62,60,61,44,68,69,69,46,67,85,85,67,64,75,85,45,88,58,46,66,0,8569,Danilo Gallinari
456,72,85,87,83,32,28,25,83,78,70,46,70,25,86,81,95,74,85,70,27,83,80,95,34,78,84,82,61,84,82,78,75,25,37,25,60,96,82,60,88,92,95,25,94,63,51,75,2,8568,Patrick Mills
457,81,85,75,76,50,57,30,84,84,70,52,70,55,75,85,83,74,65,74,52,85,82,90,31,72,93,88,64,74,68,48,74,50,61,42,53,90,85,53,79,74,86,25,88,58,45,69,3,8608,Mike Dunleavy
458,73,85,85,83,42,33,25,89,79,55,47,84,45,90,83,84,60,56,66,25,89,84,98,30,66,90,85,48,84,85,80,71,30,60,25,64,94,77,64,84,86,90,25,92,79,31,72,2,20368,Louis Williams
459,83,85,58,30,86,96,96,25,25,90,94,79,94,57,43,92,94,90,67,95,25,25,40,77,85,25,25,60,66,25,30,84,61,40,48,86,94,80,86,71,40,91,97,90,58,94,77,4,8545,DeAndre Jordan
460,73,85,90,95,27,31,25,74,80,75,41,68,25,80,84,74,74,75,65,40,69,81,95,31,77,79,82,70,93,90,92,79,25,29,25,65,85,85,65,92,94,85,25,80,61,48,70,2,8573,Larry Drew
