,_id,Name,Position,Secondary position,Height,Overall,Open_shot_mid,Contested_shot_mid,Off_dribble_shot_mid,Open_shot_3pt,Contested_shot_3pt,Off_dribble_shot_3pt,Shot_IQ,Free_throw,Offensive_consistency,Shot_close,Standing_layup,Driving_layup,Standing_dunk,Driving_dunk,Contact_dunk,Draw_foul,Post_control,Post_hook,Post_fadeaway,Hands,Ball_control,Passing_accuracy,Passing_vision,Passing_IQ,Speed_with_ball,Speed,Acceleration,Vertical,Strength,Stamina,Hustle,Overall_durability,On-ball_defense_IQ,Low_post_defense_IQ,Pick_&_roll_defense_IQ,Help_defense_IQ,Lateral_quickness,Pass_perception,Reaction_time,Steal,Block,Shot_contest,Defensive_consistency,Offensive_rebound,Defensive_rebound,Boxout,Potential,Intangibles
275,20343,Devin Booker,SG,SF,78,89,90,88,88,91,89,89,92,93,95,90,95,90,30,50,26,91,30,28,38,85,80,80,62,84,80,80,81,70,42,95,88,81,75,38,74,74,76,62,58,58,45,58,50,32,46,40,89,92
276,20181,Isaiah Thomas,PG,,69,89,90,86,89,92,88,90,92,92,95,85,90,88,25,25,25,97,25,25,34,86,85,95,88,92,97,89,97,81,45,97,97,91,63,25,64,62,58,74,54,57,26,54,54,28,39,26,89,79
277,8315,Dikembe Mutombo,C,PF,86,89,35,25,25,25,25,25,65,58,60,73,95,32,97,40,70,75,70,88,48,95,29,45,32,45,35,74,62,85,83,85,80,95,78,95,86,92,34,85,95,58,93,95,95,94,92,97,94,94
278,8218,Mark Eaton,C,,88,89,48,30,25,25,25,25,92,71,75,85,90,68,90,50,45,70,58,80,58,80,28,39,32,38,29,35,30,40,95,92,75,86,90,97,97,97,30,90,55,30,98,55,98,90,94,95,89,94
279,8430,David Thompson,SG,SF,76,88,75,68,70,69,68,67,91,79,90,93,90,88,85,95,65,94,68,45,58,95,80,74,70,72,82,85,84,97,72,98,94,81,85,50,84,87,86,85,57,68,85,85,85,76,64,74,95,85
280,20149,Josh Smith,PF,C,81,88,76,74,70,77,48,61,52,56,80,86,90,88,65,95,80,65,77,67,75,77,64,54,62,61,78,84,80,88,78,95,85,83,92,91,95,92,86,90,78,64,92,88,95,82,85,84,88,80
281,8260,Jamaal Wilkes,SF,SG,78,88,84,78,64,71,42,41,95,81,95,92,94,90,85,85,54,76,80,78,77,95,80,72,69,78,84,86,86,70,70,94,88,82,84,78,85,80,82,82,70,76,45,70,85,65,84,74,88,80
282,8588,Andre Iguodala,SF,PF,78,88,83,74,80,82,56,48,95,73,85,85,94,85,55,96,85,65,59,56,57,95,88,78,63,81,89,90,83,95,68,95,85,82,95,80,92,85,88,86,88,65,45,93,95,41,56,38,88,80
283,20159,Reggie Lewis,SG,SF,79,88,92,86,90,76,70,71,95,87,95,95,95,92,80,90,75,88,69,40,55,90,80,72,68,78,88,88,85,88,50,94,85,80,86,60,80,78,82,81,61,68,68,61,80,45,50,52,88,74
284,8091,Bob Dandridge,SF,SG,78,88,89,87,79,77,65,41,94,83,95,92,90,90,46,70,54,77,74,60,80,83,75,72,75,68,79,78,79,85,60,96,95,85,84,60,82,81,82,75,85,76,55,85,85,72,70,72,89,94
285,8431,Tom Chambers,PF,SF,82,88,83,80,66,83,77,48,95,85,98,84,95,83,90,95,70,84,90,81,82,98,72,52,45,64,51,77,74,85,78,92,97,90,77,76,81,76,58,75,74,60,55,75,75,65,72,71,88,90
286,8678,James Harden,PG,,77,88,84,80,80,80,81,79,92,88,95,71,94,94,35,80,45,94,68,54,75,84,90,84,89,90,90,86,86,85,72,98,95,88,61,67,61,63,60,78,78,69,53,75,55,64,70,72,90,95
287,8305,Kendall Gill,SG,SF,77,88,89,82,84,79,72,75,97,80,95,88,90,88,65,90,50,88,48,52,74,84,75,77,62,84,76,83,82,85,70,96,85,78,78,56,82,80,80,96,72,95,55,72,85,52,55,51,90,94
288,8414,Dan Majerle,SG,SF,78,88,88,84,83,89,87,80,95,78,80,84,87,86,50,76,45,70,50,35,56,95,78,74,68,70,78,80,79,75,75,95,92,85,93,70,91,92,89,88,90,79,35,90,95,50,40,65,88,81
289,8190,Glen Rice,SF,,79,88,83,80,81,90,82,76,92,86,95,92,92,81,54,69,49,70,80,66,59,95,79,64,61,74,82,80,78,70,78,97,84,84,78,61,85,82,83,81,82,66,41,82,85,46,66,69,88,85
290,8635,Gary Payton,PG,SG,76,88,81,76,80,80,75,76,90,74,85,80,90,90,25,42,25,55,85,60,83,98,89,92,78,90,94,87,89,70,65,90,85,93,92,60,90,94,92,90,85,97,37,84,90,45,46,35,96,75
291,8560,Terry Cummings,PF,C,81,88,84,82,54,76,58,52,96,79,95,91,95,81,82,80,40,84,92,84,88,85,68,55,52,60,57,69,72,87,82,95,76,87,76,80,78,77,72,75,75,67,55,75,85,76,79,88,96,92
292,8259,Cedric Ceballos,SF,,78,88,89,85,83,86,79,76,94,80,95,94,90,89,75,97,65,80,60,60,64,85,66,50,58,45,83,86,84,94,70,87,85,76,77,66,70,70,77,72,66,66,50,66,70,78,75,70,88,96
293,8443,Isaiah Rider,SG,,77,88,86,82,84,86,80,79,84,85,95,88,92,91,55,96,70,79,80,44,58,94,76,74,60,72,84,87,88,97,55,94,75,92,73,59,74,64,76,73,84,72,45,72,75,46,51,52,99,95
294,8245,Jerry Lucas,PF,C,80,88,84,79,64,83,74,41,90,79,90,83,89,62,75,60,55,74,80,80,84,80,55,75,73,74,47,60,58,65,82,95,86,80,81,77,85,90,52,77,85,50,64,85,90,90,92,92,95,90
295,20274,Derrick Williams,SF,PF,80,88,82,78,53,89,87,60,82,75,95,92,95,84,76,95,75,92,87,86,80,67,52,48,33,68,54,79,74,82,82,95,94,95,74,80,78,80,46,74,60,54,33,64,75,85,87,84,88,88
296,8552,Ron Harper,PG,SG,78,88,80,75,77,80,75,77,82,78,90,84,84,84,43,63,43,75,51,39,58,82,88,88,84,84,88,81,81,80,56,90,95,83,92,42,93,90,91,92,80,84,57,82,95,52,51,40,88,88
297,20170,John Havlicek,SF,SG,77,88,86,80,85,84,82,80,95,84,90,88,90,90,40,50,40,80,55,50,65,90,74,64,63,60,81,80,80,68,80,98,97,98,88,55,84,86,85,85,86,65,45,86,85,50,46,46,95,92
298,20382,Elfrid Payton,PG,,76,88,86,80,85,82,70,68,97,84,85,80,95,94,25,50,30,90,25,25,32,87,88,95,95,96,89,84,84,77,58,94,95,83,81,25,80,70,82,70,74,65,56,74,75,86,82,84,88,80
299,8307,Sam Cassell,PG,SG,75,88,85,82,84,83,80,79,90,87,90,88,95,94,25,35,30,82,60,30,64,95,90,86,88,87,86,85,84,80,48,97,85,95,74,54,78,79,75,79,82,78,45,81,80,34,46,48,88,90
300,8599,Michael Redd,SG,SF,78,88,88,82,84,94,90,88,98,86,98,84,90,89,35,70,35,84,60,35,70,86,82,76,58,78,84,84,83,70,50,96,85,85,76,64,78,75,74,75,80,65,52,80,75,40,43,40,88,75
301,20075,Damian Lillard,PG,,75,88,83,75,82,89,75,88,98,89,98,78,94,90,25,85,35,86,42,30,38,84,90,89,78,88,92,88,93,89,66,95,95,98,73,25,78,72,73,77,70,59,45,78,70,34,51,62,89,90
302,8662,Richard Hamilton,SG,SF,78,88,92,86,80,86,85,78,98,86,97,82,86,85,35,70,35,71,60,35,70,86,78,76,71,78,83,81,86,62,50,94,75,70,89,64,82,85,94,88,80,65,37,80,90,41,45,40,88,86
303,8262,Byron Scott,SG,PG,75,88,88,84,86,92,90,82,90,89,95,87,84,88,50,80,50,66,36,25,63,95,84,79,72,84,85,87,85,85,55,90,83,90,80,49,78,77,74,65,75,69,35,75,75,38,46,39,90,90
304,8106,Jalen Rose,SF,SG,80,88,88,84,83,83,79,68,85,85,95,89,90,88,50,70,35,80,60,51,56,85,84,84,80,85,88,86,85,63,51,95,79,80,84,60,82,82,81,65,63,60,45,63,80,39,54,49,88,84
305,20029,Kevin McHale,PF,C,82,88,62,60,44,45,31,26,98,74,95,84,90,74,70,55,55,65,92,88,84,95,45,60,42,75,42,64,52,60,74,96,98,85,88,90,89,90,50,90,95,65,85,95,90,84,88,85,93,94
306,20263,Chandler Parsons,SF,PF,82,88,86,80,80,93,90,84,92,76,95,82,92,85,45,70,45,70,67,50,63,74,78,78,68,82,79,75,77,75,50,95,80,81,78,49,77,74,75,78,72,65,55,72,75,31,62,61,88,85
307,8077,Maurice Cheeks,PG,SG,73,88,81,75,79,74,52,54,81,87,75,86,84,87,25,25,25,61,25,36,44,98,86,82,86,88,88,84,85,70,70,95,95,90,97,70,96,92,96,97,92,86,37,92,95,36,42,35,88,84
308,8484,Caron Butler,SF,,79,88,90,80,84,86,85,62,93,90,95,86,92,86,35,80,45,87,74,47,75,70,80,70,72,80,79,82,81,60,74,95,79,86,75,54,80,74,75,58,73,75,37,73,55,40,51,34,88,90
309,8485,Larry Hughes,SG,PG,77,88,88,80,84,85,83,80,90,80,90,83,91,90,25,40,30,82,40,30,72,94,85,80,72,81,84,80,84,70,49,90,86,79,87,34,84,85,75,94,72,94,45,72,80,34,51,39,88,94
310,20127,Chris Paul,PG,,72,88,88,82,86,83,80,80,88,80,90,90,89,88,25,25,25,68,39,31,46,86,86,96,95,96,87,82,85,76,56,95,83,77,84,56,85,84,86,79,69,77,26,73,81,34,55,50,91,80
311,8456,Terry Porter,PG,SG,75,88,84,77,83,89,84,80,95,89,90,88,90,87,25,35,30,82,25,25,40,91,84,92,84,90,87,85,85,70,55,95,91,92,80,40,84,70,80,85,84,81,32,79,80,36,48,42,89,95
312,8413,Jeff Hornacek,SG,PG,75,88,93,88,86,95,93,89,91,90,95,84,88,87,35,40,30,72,25,35,65,81,79,78,76,82,77,75,74,70,35,95,85,88,80,36,82,80,80,75,74,76,37,78,80,42,60,54,88,94
313,20262,Quentin Richardson,SG,SF,78,88,86,82,85,96,95,92,94,83,95,84,89,85,35,66,40,74,60,44,60,94,78,76,58,74,80,84,80,75,62,95,82,79,74,45,68,72,74,68,78,60,37,78,60,42,45,43,88,96
314,20140,Tayshaun Prince,SF,PF,81,88,84,72,84,84,83,64,84,68,75,85,75,69,45,55,40,64,41,62,60,95,64,43,33,44,77,82,84,82,48,94,70,82,95,70,96,92,95,94,72,92,42,77,95,58,70,64,88,92
315,20248,Kenneth Faried,PF,C,80,88,74,30,27,30,27,27,94,71,90,95,96,78,95,90,65,78,84,80,64,90,48,40,31,58,37,70,73,84,85,85,97,92,71,78,85,75,73,74,78,74,78,78,75,92,92,92,88,93
316,8556,Sleepy Floyd,PG,SG,75,88,87,81,83,84,82,75,94,86,90,86,88,92,25,70,30,82,46,35,63,75,89,95,94,97,93,93,95,77,45,93,85,82,74,36,72,73,93,75,64,70,29,64,70,31,32,25,88,75
317,8072,Ricky Pierce,SF,SG,76,88,94,88,90,84,78,79,94,91,95,89,90,90,25,58,40,79,59,25,59,90,79,78,72,79,80,85,82,80,75,90,80,65,70,55,74,78,74,74,60,64,32,60,70,56,46,38,88,92
318,20366,Rex Chapman,SG,PG,76,88,89,88,87,92,91,90,82,83,95,88,84,83,50,90,50,70,45,30,50,70,84,82,74,85,85,88,88,88,52,88,72,79,68,45,67,64,85,62,74,60,41,74,40,45,48,44,88,96
319,8503,Dennis Rodman,PF,SF,79,88,65,38,68,62,32,29,80,52,55,80,84,55,95,65,45,49,55,70,48,98,45,54,40,55,54,82,58,82,82,91,99,88,92,97,94,92,78,95,92,57,50,92,98,99,97,99,88,90
320,20001,Bill Walton,C,PF,83,88,75,69,40,26,25,25,94,72,85,92,94,72,90,60,35,88,84,89,88,94,43,64,74,79,30,48,38,54,82,94,84,70,78,89,83,88,28,68,90,59,92,90,85,84,91,92,92,98
321,8455,Lamarcus Aldridge,PF,C,83,88,89,88,73,75,32,25,97,86,98,90,95,77,70,69,40,79,92,90,90,78,42,55,35,70,44,54,52,62,82,84,78,80,68,79,73,83,52,70,76,57,67,76,75,67,81,78,88,95
322,20277,Shabazz Napier,PG,,73,88,88,92,92,90,94,90,95,78,95,90,74,78,25,30,25,90,35,28,40,74,80,94,84,95,92,90,94,81,34,95,87,95,85,30,81,80,65,80,60,64,27,60,80,33,46,41,88,66
323,20040,Mike Bibby,PG,,73,88,94,92,93,84,75,80,95,78,90,85,88,90,25,45,25,72,39,25,60,86,90,90,92,90,93,90,90,72,38,85,74,83,71,32,72,74,75,70,72,60,43,72,70,46,44,41,88,92
324,8625,Tim Duncan,PF,C,83,88,65,47,44,40,31,27,90,66,90,79,94,60,90,48,50,75,90,91,87,92,39,56,53,52,37,70,64,60,90,95,85,92,78,85,84,84,42,85,75,57,82,75,90,80,88,90,99,85
325,8261,Dwight Howard,C,,83,88,28,25,25,25,25,25,93,49,80,86,91,74,90,90,60,89,84,80,53,87,42,33,33,62,31,80,62,85,92,93,88,81,84,90,90,92,64,82,82,68,90,92,85,90,91,90,88,90
326,8306,Buck Williams,PF,C,80,88,79,60,57,25,25,25,88,71,90,94,94,70,95,58,75,77,84,85,64,85,28,30,29,54,42,72,60,74,90,85,90,85,68,85,70,86,47,74,75,62,65,75,90,90,94,91,88,93
327,20092,Mike Conley,PG,,73,88,89,88,88,89,87,88,84,83,90,89,91,90,25,25,25,68,25,25,34,78,89,90,85,91,90,83,86,95,40,94,85,82,81,25,79,74,90,74,70,59,39,70,74,27,42,32,88,87
328,8287,Jason Terry,PG,SG,74,88,95,94,94,94,88,89,94,88,90,94,90,89,25,40,25,72,35,50,50,85,84,78,79,82,95,87,92,63,40,94,73,76,69,33,70,65,69,68,66,63,40,66,50,31,39,33,88,93
329,20022,Dirk Nowitzki,PF,C,84,88,95,94,92,86,84,70,95,86,95,88,89,72,44,34,30,70,93,82,96,74,52,57,34,61,33,58,54,50,72,95,58,82,61,75,60,74,26,62,62,52,51,61,75,70,83,80,99,96
330,8554,Nick Van Exel,PG,SG,73,88,94,88,92,89,85,88,98,84,95,84,95,93,25,27,25,60,25,25,40,86,90,90,72,88,97,94,97,90,45,95,85,83,64,25,70,62,64,72,60,58,27,60,55,34,48,32,89,95
331,8329,Rik Smits,C,,88,88,84,65,48,26,25,25,86,82,85,92,92,44,75,37,30,84,88,80,80,95,42,51,50,52,38,64,52,48,84,90,95,88,79,85,82,88,52,80,62,60,60,62,80,80,88,90,88,94
332,20240,Rudy Gobert,C,,85,88,60,25,25,25,25,25,98,83,85,88,96,84,95,58,50,87,51,84,58,81,35,25,34,58,31,58,32,57,70,78,85,81,80,94,88,96,54,60,94,59,95,95,95,83,89,94,88,90
333,8371,Damon Stoudamire,PG,,70,88,85,80,84,89,84,85,95,84,90,88,92,88,25,25,25,80,25,25,40,70,89,93,90,94,96,90,92,84,51,98,71,72,75,27,74,74,58,47,60,63,25,60,40,41,46,29,88,95
334,8175,Kevin Willis,PF,C,84,88,70,58,38,69,32,25,92,80,95,89,95,77,95,65,45,84,88,92,65,95,38,30,27,28,38,47,42,75,78,75,69,90,58,84,60,80,42,54,65,61,70,65,65,95,93,92,88,95
335,8359,Dave Debusschere,PF,SF,78,87,82,73,59,70,61,48,90,73,90,86,88,74,60,65,38,82,85,80,80,88,69,72,70,74,51,64,62,75,84,95,90,87,90,90,92,92,74,92,92,62,74,92,95,86,88,90,95,80
336,8586,Kobe Bryant,SG,SF,78,87,83,82,78,78,74,74,84,85,90,80,90,85,35,95,70,78,60,57,80,90,85,78,65,82,92,90,94,95,70,95,90,83,77,62,78,72,80,75,73,80,51,73,65,46,64,68,99,85
337,8147,Dominique Wilkins,SF,SG,79,87,80,78,79,68,62,60,95,81,95,87,94,90,85,85,45,81,72,33,80,90,75,60,44,58,81,84,82,95,77,94,85,94,82,63,83,84,82,80,79,69,47,79,85,68,57,85,95,88
338,8135,Tom Heinsohn,PF,C,79,87,86,81,62,84,75,71,97,84,95,88,87,75,48,59,35,80,85,88,58,85,69,54,58,60,45,68,66,70,88,88,94,81,85,80,87,82,62,84,82,70,65,84,85,82,88,88,90,95
339,8473,Rudy Larusso,PF,C,80,87,86,77,58,75,54,50,92,79,85,89,92,79,65,60,40,90,85,75,74,88,71,59,58,60,60,69,65,60,85,92,95,90,79,85,82,86,59,80,80,65,50,80,80,85,88,87,89,92
340,8553,Eddie Jones,SG,SF,78,87,85,81,80,92,88,80,95,84,95,88,84,83,50,85,45,75,55,29,75,85,88,68,52,69,84,78,80,84,60,93,86,87,80,60,84,82,80,78,80,81,52,80,85,41,45,38,88,92
341,8122,World B. Free,PG,SG,74,87,81,78,80,86,84,85,98,81,98,88,95,93,25,88,35,85,30,45,70,95,83,86,72,89,84,84,84,92,68,95,90,82,74,35,79,76,74,74,84,70,50,78,80,48,39,35,89,85
342,8247,Dick Barnett,SG,SF,76,87,89,87,85,83,74,79,94,80,95,88,89,89,46,80,40,77,66,40,65,82,79,77,65,76,85,86,84,80,55,85,75,81,81,55,78,80,79,65,77,78,44,77,75,48,62,64,90,90
343,8079,George McGinnis,PF,C,80,87,78,69,54,65,57,34,90,71,85,88,90,85,85,75,45,81,89,84,78,90,61,58,65,58,49,67,79,60,98,90,80,90,70,85,78,80,79,65,80,73,37,80,65,88,89,90,95,95
344,8386,Elvin Hayes,PF,C,81,87,69,51,37,37,31,26,90,65,90,94,97,72,90,85,50,75,92,85,62,95,52,58,52,60,60,80,70,80,85,97,80,84,70,85,68,80,70,78,80,80,94,80,85,82,93,95,94,80
345,8107,Luol Deng,SF,PF,81,87,86,81,82,84,80,60,84,77,85,88,84,80,40,80,45,67,52,55,71,86,70,59,37,57,74,79,72,64,78,96,90,74,94,73,96,95,90,90,75,62,47,78,95,51,64,56,87,75
346,8626,David Robinson,C,PF,85,87,70,67,58,50,38,29,82,73,90,90,92,60,85,60,50,93,91,75,88,90,54,40,62,48,44,82,70,75,85,95,66,82,78,85,82,82,50,85,96,61,82,96,90,82,84,87,98,80
347,8526,Michael Cooper,SG,PG,77,87,80,78,74,83,62,60,80,87,50,80,81,79,62,84,40,57,55,36,51,80,76,63,71,64,80,80,74,75,50,82,95,97,98,84,97,96,98,94,95,65,51,95,98,41,48,41,87,93
348,8559,Steve Smith,SG,SF,79,87,94,90,90,88,84,83,95,85,97,82,85,77,60,60,45,76,70,67,51,87,78,68,49,70,79,82,80,60,70,95,80,83,77,60,78,70,77,78,60,61,47,60,75,53,44,54,88,95
349,20042,Lenny Wilkens,PG,,73,87,92,89,90,85,72,80,85,83,85,90,92,89,25,25,25,78,50,33,60,91,89,85,95,92,90,87,86,55,55,95,92,83,91,50,88,70,86,78,51,80,36,51,90,50,55,50,91,75
350,8605,Ray Allen,SG,SF,77,87,86,82,80,97,93,88,95,90,95,85,92,85,25,66,25,66,60,44,60,94,78,74,58,82,77,79,77,75,62,95,82,82,84,45,78,82,84,80,78,60,37,78,80,42,45,43,95,80
351,8136,Nate Archibald,PG,,73,87,79,77,81,80,77,79,90,83,90,92,90,91,25,35,45,68,58,40,66,92,94,90,82,92,94,94,96,77,35,89,90,92,80,30,78,82,97,80,80,75,27,80,80,30,30,32,91,80
352,20141,Tony Allen,SG,,76,87,72,72,71,70,64,58,95,76,60,84,89,86,35,88,65,72,52,42,35,92,74,70,50,68,82,82,80,78,68,80,80,72,98,75,97,95,96,97,75,73,52,78,98,40,52,50,87,96
353,8191,Tim Hardaway,PG,SG,72,87,85,81,84,80,77,78,90,80,90,86,84,92,25,25,25,70,33,25,55,92,95,93,84,94,90,84,87,69,70,95,86,85,84,40,79,75,84,84,84,86,30,82,80,40,46,45,94,86
354,8248,John Starks,SG,PG,75,87,85,84,82,86,85,84,94,73,90,80,85,84,45,77,45,65,40,25,63,75,75,74,72,75,81,84,85,82,60,87,86,88,90,32,91,94,92,88,75,63,27,75,95,32,44,32,87,85
355,8561,David West,PF,C,81,87,95,93,47,72,38,31,95,84,90,95,92,70,80,50,36,55,90,86,92,78,48,58,69,60,37,52,50,50,95,90,90,80,78,88,75,84,51,68,78,65,72,78,85,84,86,85,87,94
356,8078,Doug Collins,SG,SF,78,87,94,88,85,84,79,77,94,88,95,92,88,88,42,42,35,80,33,70,60,85,77,79,64,80,79,78,74,50,45,92,94,77,86,42,82,84,84,82,82,78,37,82,85,41,37,33,87,94
357,8558,Detlef Schrempf,SF,PF,81,87,86,82,70,90,88,75,92,83,95,84,86,70,65,62,40,77,83,74,79,82,71,71,70,70,50,67,64,69,66,94,71,83,66,70,68,71,66,72,71,60,32,71,80,45,58,65,87,92
358,8232,Scott Wedman,SF,SG,79,87,89,87,80,83,74,63,95,86,90,90,92,88,47,50,35,84,70,70,69,84,70,70,48,71,72,78,74,52,87,90,83,88,74,55,71,65,74,56,71,60,47,71,75,52,62,42,87,94
359,8502,Charles Oakley,PF,C,81,87,86,82,58,76,46,39,84,85,85,90,94,78,60,58,40,78,55,45,45,80,29,49,48,49,55,70,72,52,90,75,98,89,92,95,95,96,40,90,80,65,32,80,95,88,92,90,87,90
360,8263,A.C. Green,PF,C,81,87,79,68,47,73,44,33,95,79,85,90,88,67,50,65,40,80,86,60,60,90,63,35,29,45,54,66,57,74,85,95,97,99,80,85,84,86,57,80,80,61,40,81,85,89,91,92,87,85
361,8557,Mark Jackson,PG,,73,87,80,74,78,86,86,85,96,79,90,94,89,90,25,25,25,63,55,31,43,95,94,95,95,96,89,89,85,57,65,94,88,85,79,50,78,77,78,78,45,78,27,53,75,47,41,33,87,85
362,20252,Marco Belinelli,SG,SF,77,87,89,81,85,94,93,88,98,85,98,89,94,84,25,65,45,78,52,28,54,70,78,79,42,88,60,65,64,74,55,95,73,79,77,53,78,80,68,78,60,68,40,60,80,58,60,52,87,97
363,8627,Pete Maravich,SG,PG,77,87,85,81,83,78,71,75,82,81,82,91,94,95,25,48,25,78,51,40,74,85,94,90,94,92,85,78,78,65,41,92,84,82,75,38,78,70,75,65,72,63,28,72,80,38,48,48,93,95
364,8123,Andre Miller,PG,,74,87,93,89,90,69,30,41,86,83,95,94,94,93,25,25,25,78,70,55,70,72,93,97,96,97,94,92,93,65,54,90,60,94,70,52,74,77,70,60,73,63,25,73,65,40,48,39,88,85
365,8273,Jameer Nelson,PG,,72,87,88,84,85,93,91,85,96,89,90,80,92,86,25,25,25,72,27,25,46,72,84,89,73,90,88,86,86,78,74,94,73,80,76,33,78,82,72,74,66,59,35,66,80,35,51,43,87,95
366,8372,Andrea Bargnani,PF,C,84,87,94,88,75,82,68,55,97,84,95,94,95,69,80,65,50,79,84,85,83,75,48,30,29,62,35,52,49,65,74,90,80,77,58,78,69,77,31,54,68,52,70,72,70,65,76,77,87,96
367,8237,Danny Ainge,SG,PG,76,87,91,88,85,92,89,84,91,92,90,89,90,82,25,42,30,75,25,25,51,85,80,84,75,88,79,75,76,65,48,90,80,86,79,43,80,84,60,81,66,64,30,66,80,36,45,33,87,91
368,8332,Herb Williams,C,PF,83,87,74,67,48,50,31,25,98,74,98,84,96,72,95,80,65,84,88,88,74,88,34,39,31,68,25,68,54,28,85,80,42,80,77,87,85,88,25,75,65,57,88,65,90,89,93,94,87,90
369,20265,Hubert Davis,SG,SF,77,87,92,84,80,97,94,89,98,87,95,90,84,79,44,59,44,65,25,25,51,84,64,82,60,84,68,70,70,74,62,95,80,76,84,40,82,80,75,72,62,58,37,62,80,36,38,27,87,98
370,8308,Devin Harris,PG,SG,75,87,86,79,84,75,69,56,94,82,95,95,92,94,25,30,25,90,31,25,36,90,89,90,80,91,95,94,87,79,39,96,95,76,73,31,74,71,71,74,55,80,45,55,70,32,50,29,87,95
371,8121,Zydrunas Ilgauskas,C,,87,87,90,88,59,68,44,34,95,83,85,86,92,60,85,60,45,74,92,90,91,80,35,35,40,60,25,35,25,60,88,90,78,82,73,83,74,77,25,69,80,59,75,80,65,88,86,85,87,92
372,8549,Tyson Chandler,C,,85,87,40,30,30,31,25,25,80,70,85,80,94,69,98,79,55,70,72,70,52,65,42,47,38,71,33,70,50,74,80,87,75,76,85,95,92,96,72,82,82,65,75,95,95,93,89,86,87,85
373,8555,Mo Williams,PG,,73,87,96,90,95,92,85,90,98,91,98,88,73,75,25,35,25,53,30,27,47,77,89,88,80,89,93,82,90,78,45,95,70,77,62,32,65,68,72,75,57,85,37,57,70,29,49,33,87,98
374,8203,Muggsy Bogues,PG,SG,63,87,93,92,94,84,71,79,95,88,90,90,60,77,25,25,25,75,25,25,40,82,95,95,92,92,96,90,95,95,25,92,90,90,66,25,67,60,66,45,63,79,27,63,60,35,47,40,87,85
375,8571,Jamal Crawford,SG,SF,77,87,88,82,85,84,76,82,92,91,98,88,80,88,25,50,25,73,50,25,57,95,98,82,54,84,97,94,94,75,40,90,51,77,61,43,68,64,61,68,73,59,35,73,45,30,40,29,87,90
376,8246,Bill Cartwright,C,PF,85,87,78,72,50,25,25,25,96,81,95,88,96,60,90,60,45,85,87,85,88,85,34,40,30,52,27,48,32,52,85,85,85,79,78,85,78,86,32,75,80,45,60,80,80,85,88,90,87,88
377,8457,Kevin Duckworth,C,PF,84,87,83,70,61,50,34,29,96,77,95,94,95,62,70,40,35,71,92,90,84,86,37,35,30,38,25,34,25,49,93,90,90,85,75,85,76,84,25,72,70,55,45,70,85,89,86,88,87,95
378,8330,Roy Hibbert,C,,86,87,79,44,28,27,25,25,92,75,65,88,94,52,90,53,35,62,82,93,60,63,35,37,35,58,29,39,25,41,88,90,68,80,84,93,90,95,25,64,75,57,90,90,95,91,88,90,87,94
379,20303,Jabari Parker,PF,,80,86,87,82,84,85,78,60,85,85,95,92,95,91,80,90,65,78,82,84,85,88,78,78,75,86,75,79,78,77,82,95,82,83,72,68,68,69,72,84,68,84,50,68,55,54,79,75,86,81
380,20316,Paul Millsap,PF,SF,80,86,88,80,77,83,43,34,89,76,85,87,96,86,70,73,45,79,89,81,84,93,64,61,66,70,60,67,51,66,87,98,89,89,86,88,90,92,78,95,68,79,80,68,95,87,88,88,86,50
381,20201,Draymond Green,PF,C,79,86,74,68,67,77,60,51,92,69,90,74,87,79,47,66,47,75,70,70,68,87,69,80,80,85,78,78,76,66,90,96,96,87,92,96,97,97,83,92,88,57,62,88,97,61,82,87,90,80
382,20199,Draymond Green,PF,C,79,86,74,68,67,77,60,51,92,69,90,74,87,79,47,66,47,75,70,70,68,87,69,80,80,85,78,78,76,66,90,96,96,87,92,96,97,97,83,92,88,57,62,88,97,61,82,87,90,80
383,20348,Blake Griffin,PF,C,82,86,86,78,51,67,42,45,94,74,95,85,95,78,98,98,95,83,90,79,79,95,75,68,80,74,58,78,76,95,94,95,95,87,69,79,71,72,58,70,86,63,52,72,65,57,82,88,87,64
384,8008,Jimmy Butler,SG,SF,79,86,81,77,69,76,75,67,98,82,98,67,94,93,40,80,40,89,68,49,78,98,79,75,69,78,86,86,80,78,65,98,97,80,92,68,88,89,94,88,90,71,51,89,90,40,53,58,88,50
385,8011,Carmelo Anthony,SF,PF,80,86,82,82,82,81,77,72,98,84,98,82,80,80,55,75,50,77,91,64,87,98,88,76,70,78,80,80,78,74,82,98,82,83,77,74,77,78,68,76,78,59,51,74,75,46,75,72,88,50
386,8176,Josh Smith,PF,C,81,86,76,74,70,77,48,61,52,56,80,86,90,88,65,95,80,65,77,67,75,77,64,54,62,61,78,84,80,88,78,95,85,83,86,91,84,92,66,84,78,64,92,88,90,82,85,84,86,80
387,8656,Anthony Davis,PF,C,82,86,84,80,59,71,51,26,94,85,95,82,88,78,87,78,42,85,84,78,76,86,57,50,52,72,66,80,80,82,66,97,94,78,76,81,78,82,66,80,89,80,85,90,77,49,79,87,95,88
388,20091,Giannis Antetokounmpo,SF,PF,83,86,87,85,83,70,52,51,77,78,90,90,95,94,45,85,50,80,47,37,48,85,74,81,79,86,89,90,90,75,70,88,88,89,71,59,79,72,80,69,72,79,83,73,65,60,80,80,86,65
